Approved symbol	Status	Previous symbols	Alias symbols	RefSeq IDs	Ensembl ID(supplied by Ensembl)
SMIM42	Approved				ENSG00000288460
SMIM43	Approved			NM_001384332	ENSG00000164112
SMIM44	Approved				
SMIM45	Approved	LINC00634		NM_001395940	ENSG00000205704
SMKR1	Approved			NM_001195243	ENSG00000240204
SML1	Symbol Withdrawn				
SMLR1	Approved			NM_001195597	ENSG00000256162
SMN1	Approved	SMA@, SMA	BCD541, SMNT, SMA1, SMA2, SMA3, GEMIN1, TDRD16A	NM_000344	ENSG00000172062
SMN2	Approved		BCD541, SMNC, GEMIN1, TDRD16B	NM_017411	ENSG00000205571
SMNDC1	Approved		SPF30, SMNR, TDRD16C	NM_005871	ENSG00000119953
SMO	Approved	SMOH	FZD11	NM_005631	ENSG00000128602
SMOC1	Approved				ENSG00000198732
SMOC2	Approved		SMAP2		ENSG00000112562
SMOX	Approved	C20orf16	FLJ20746, dJ779E11.1, PAO, PAOh1, MGC1010, SMO	NM_175842	ENSG00000088826
SMPD1	Approved		ASM	NM_000543	ENSG00000166311
SMPD2	Approved		nSMase, ISC1		ENSG00000135587
SMPD3	Approved		NSMASE2	NM_018667	ENSG00000103056
SMPD4	Approved		FLJ20297, FLJ20756, nSMase-3, KIAA1418, NSMASE3, NET13	NM_017751	ENSG00000136699
SMPD4BP	Approved			NR_026922	ENSG00000152117
SMPD4P1	Approved			NG_028286	ENSG00000223553
SMPD4P2	Approved			NG_011395	ENSG00000229147
SMPD5	Approved		MA-nSMase	NR_158554	ENSG00000204791
SMPDL3A	Approved		FLJ20177, ASM3A, ASML3a, yR36GH4.1	NM_006714	ENSG00000172594
SMPDL3B	Approved		ASML3B	NM_014474	ENSG00000130768
SMPX	Approved	DFN6	DFNX4, Chisel, Csl	NM_014332	ENSG00000091482
SMR3A	Approved	PROL5	PBI, PRL5	NM_012390	ENSG00000109208
SMR3B	Approved	PROL3	P-B, PRL3	NM_006685	ENSG00000171201
SMS	Approved	SRS	SPMSY, SpS, MRSR	NM_004595	ENSG00000102172
SMSP1	Approved			NG_026691	ENSG00000224656
SMTN	Approved			NM_134270	ENSG00000183963
SMTNL1	Approved		CHASM	NM_001105565	ENSG00000214872
SMTNL2	Approved		FLJ42461	NM_198501	ENSG00000188176
SMU1	Approved		SMU-1, FLJ10805, BWD, fSAP57	NM_018225	ENSG00000122692
SMU1P1	Approved			NG_001588	ENSG00000237842
SMUG1	Approved		UNG3, FDG, HMUDG	NM_014311	ENSG00000123415
SMUG1-AS1	Approved				
SMUG1P1	Approved				ENSG00000267444
SMURF1	Approved		KIAA1625	NM_020429	ENSG00000198742
SMURF2	Approved			NM_022739	ENSG00000108854
SMURF2P1	Approved				ENSG00000248121
SMYD1	Approved		BOP, ZMYND22, KMT3D	NM_001330364	ENSG00000115593
SMYD2	Approved		HSKM-B, ZMYND14, KMT3C	NM_020197	ENSG00000143499
SMYD3	Approved	ZNFN3A1, ZMYND1	KMT3E	NM_022743	ENSG00000185420
SMYD3-AS1	Approved				ENSG00000226876
SMYD3-IT1	Approved				ENSG00000230184
SMYD4	Approved		KIAA1936, ZMYND21	NM_052928	ENSG00000186532
SMYD5	Approved	RAI15	RRG1, NN8-4AG, ZMYND23	NM_006062	ENSG00000135632
SNAI1	Approved		SNA, SLUGH2, SNAH, SNAIL1, SNAIL		ENSG00000124216
SNAI1P1	Approved	SNAI1P, SNAI1L1	SNAI1L	NG_000884	ENSG00000237194
SNAI2	Approved	SLUG	SLUGH1, SNAIL2, SLUGH	NM_003068	ENSG00000019549
SNAI3	Approved	ZNF293	SMUC, Zfp293		ENSG00000185669
SNAI3-AS1	Approved		MGC23284		ENSG00000260630
SNAP	Symbol Withdrawn				
SNAP23	Approved		SNAP23A, SNAP23B, HsT17016	NM_003825	ENSG00000092531
SNAP23P1	Approved	SNAP23P	dJ155G6.3	NG_033168	ENSG00000230758
SNAP25	Approved	SNAP	SNAP-25, RIC-4, RIC4, SEC9, bA416N4.2, dJ1068F16.2	NM_130811	ENSG00000132639
SNAP25-AS1	Approved			NR_040710	ENSG00000227906
SNAP29	Approved		SNAP-29, CEDNIK	NM_004782	ENSG00000099940
SNAP47	Approved	C1orf142	SVAP1, SNAP-47	NM_053052	ENSG00000143740
SNAP47-AS1	Approved	SNAP47-IT1			ENSG00000230005
SNAP91	Approved		KIAA0656, AP180, CALM		ENSG00000065609
SNAPC1	Approved		SNAP43, PTFgamma	NM_003082	ENSG00000023608
SNAPC2	Approved		SNAP45, PTFdelta	NM_003083	ENSG00000104976
SNAPC3	Approved		SNAP50, PTFbeta, MGC33124, MGC132011	NM_001039697	ENSG00000164975
SNAPC4	Approved		SNAP190, PTFalpha, FLJ13451	NM_003086	ENSG00000165684
SNAPC5	Approved		SNAP19		ENSG00000174446
SNAPC5P1	Approved				ENSG00000241216
SNAPIN	Approved	SNAPAP	BLOC1S7, BORCS3	NM_012437	ENSG00000143553
SNAR-A1	Approved		SNAR-A53113498	NR_004435	
SNAR-A2	Approved		SNAR-A53129250	NR_004436	
SNAR-A3	Approved		snaR-A53118848	NR_024214	
SNAR-A4	Approved		snaR-A55287678	NR_024215	
SNAR-A5	Approved		snaR-A55296080	NR_024223	
SNAR-A6	Approved		snaR-A55299144	NR_024227	
SNAR-A7	Approved		snaR-A55302203	NR_024224	
SNAR-A8	Approved		snaR-A55307557	NR_024228	
SNAR-A9	Approved		snaR-A55312909	NR_024226	
SNAR-A10	Approved		snaR-A55318263	NR_024229	
SNAR-A11	Approved		snaR-A55323591	NR_024225	
SNAR-A12	Approved			NR_004437	
SNAR-A13	Approved		snaR-A53139991	NR_024216	
SNAR-A14	Approved		SNAR-A55293015	NR_024242	
SNAR-B1	Approved			NR_024231	
SNAR-B2	Approved			NR_024230	
SNAR-C1	Approved			NR_024220	
SNAR-C2	Approved			NR_024217	
SNAR-C3	Approved			NR_024221	
SNAR-C4	Approved			NR_024218	
SNAR-C5	Approved			NR_024219	
SNAR-D	Approved			NR_024243	
SNAR-E	Approved			NR_024258	
SNAR-F	Approved			NR_004384	
SNAR-G1	Approved			NR_004383	
SNAR-G2	Approved			NR_024244	
SNAR-H	Approved		snaR-2	NR_024342	
SNAR-I	Approved		snaR-3	NR_024343	
SNAX1	Symbol Withdrawn		ADSA		
SNCA	Approved	PARK1, PARK4	NACP, PD1		ENSG00000145335
SNCA-AS1	Approved				ENSG00000247775
SNCAIP	Approved		SYPH1		ENSG00000064692
SNCB	Approved			NM_001001502	ENSG00000074317
SNCG	Approved		BCSG1, SR, persyn		ENSG00000173267
SND1	Approved		TDRD11, p100	NM_014390	ENSG00000197157
SND1-DT	Approved				
SND1-IT1	Approved	C7orf54	NAG8, NSG-X	NR_027330	ENSG00000279078
SNED1	Approved		FLJ00133, SST3, Snep	NM_001080437	ENSG00000162804
SNED1-AS1	Approved				ENSG00000225521
SNF2L1	Symbol Withdrawn				
SNF2L2	Symbol Withdrawn				
SNF2L3	Symbol Withdrawn				
SNF2L4	Symbol Withdrawn				
SNF5L1	Symbol Withdrawn				
SNF8	Approved		EAP30, VPS22, Dot3	NM_007241	ENSG00000159210
SNF8P1	Approved			NG_021553	ENSG00000203387
SNHG1	Approved		UHG, NCRNA00057, LINC00057, lncRNA16	NR_003098	ENSG00000255717
SNHG3	Approved	RNU17D, RNU17C	U17HG, U17HG-A, NCRNA00014	NR_002909.1	ENSG00000242125
SNHG4	Approved		U19H, NCRNA00059	NR_003141	ENSG00000281398
SNHG5	Approved	C6orf160	MGC16362, bA33E24.2, U50HG, NCRNA00044, LINC00044	NR_003038	ENSG00000203875
SNHG6	Approved		U87HG, HBII-276HG, NCRNA00058	NR_002599	ENSG00000245910
SNHG7	Approved		MGC16037, NCRNA00061	NR_003672	ENSG00000233016
SNHG8	Approved		NCRNA00060, LINC00060	NR_003584	ENSG00000269893
SNHG9	Approved		DKFZp686N06141, NCRNA00062	NR_003142	ENSG00000255198
SNHG10	Approved	C14orf62	FLJ40557, NCRNA00063, LINC00063	NR_001459	ENSG00000247092
SNHG11	Approved	C20orf198	LINC00101	NR_003239	ENSG00000174365
SNHG12	Approved	C1orf79	PNAS-123, LINC00100, ASLNC04080	NR_024127	ENSG00000197989
SNHG14	Approved	UBE3A-AS1	NCRNA00214, UBE3A-AS, UBE3A-ATS	NR_146177	ENSG00000224078
SNHG15	Approved	C7orf40	FLJ38860, MYO1GUT, Linc-Myo1g	NR_003697	ENSG00000232956
SNHG16	Approved		ncRAN, Nbla12061, Nbla10727	NR_038108	ENSG00000163597
SNHG17	Approved			NR_015366	ENSG00000196756
SNHG18	Approved			NR_045196	ENSG00000250786
SNHG19	Approved		SNORD60HG		ENSG00000260260
SNHG20	Approved	C17orf86, NCRNA00338, LINC00338	PRO0872, FLJ25582, DKFZp686L05235, SCARNA16HG	NR_027058	ENSG00000234912
SNHG21	Approved		SCARNA15HG, FSD2-AS1, RP11-752G15.6	NR_110096	ENSG00000250988
SNHG22	Approved		SCARNA17HG	NR_117096	ENSG00000267322
SNHG23	Symbol Withdrawn	SNHG24			
SNHG24	Symbol Withdrawn				
SNHG25	Approved			NR_132278	ENSG00000266402
SNHG26	Approved		AC005682.5	NR_146320	ENSG00000228649
SNHG27	Approved				ENSG00000251676
SNHG28	Approved	C1orf204	FLJ39187, VSIG8-OT1	NR_147122	ENSG00000188004
SNHG29	Approved	C17orf45, NCRNA00188, C17orf76-AS1, FAM211A-AS1, LRRC75A-AS1	MGC40157	NR_027160	ENSG00000175061
SNHG30	Approved	LINC02001	RP11-1094M14.11	NR_135479	ENSG00000267321
SNHG31	Approved			NR_110292	ENSG00000229267
SNHG32	Approved	C6orf48	D6S57, G8	NR_160945	ENSG00000204387
SNIP1	Approved		PML1	NM_024700	ENSG00000163877
SNN	Approved			NM_003498	ENSG00000184602
SNORA1	Approved		ACA1	NR_003026	ENSG00000206834
SNORA1B	Approved			NR_145767	ENSG00000199405
SNORA2A	Approved		ACA2A	NR_002950	ENSG00000206612
SNORA2B	Approved		ACA2b	NR_002951	ENSG00000207313
SNORA2C	Approved	SNORA34	ACA34	NR_002968	ENSG00000221491
SNORA3A	Approved	SNORA3, SNORA45A	ACA3	NR_002580	ENSG00000200983
SNORA3B	Approved	SNORA45, SNORA45B	ACA3-2	NR_002977	ENSG00000212607
SNORA3C	Approved			NR_145775	ENSG00000221719
SNORA4	Approved		ACA4	NR_002588	ENSG00000263776
SNORA5A	Approved		ACA5	NR_002919	ENSG00000206838
SNORA5B	Approved		ACA5b	NR_002990	ENSG00000200656
SNORA5C	Approved		ACA5c	NR_002991	ENSG00000201772
SNORA6	Approved		ACA6	NR_002325	ENSG00000206760
SNORA7A	Approved		ACA7	NR_002582	ENSG00000207496
SNORA7B	Approved		ACA7B	NR_002992	ENSG00000207088
SNORA8	Approved		ACA8	NR_002920	ENSG00000207304
SNORA9	Approved		ACA9, SNORA9A	NR_002952	ENSG00000277184
SNORA9B	Approved			NR_145743	ENSG00000206897
SNORA10	Approved		ACA10, SNORA10A	NR_002327	ENSG00000206811
SNORA10B	Approved			NR_145719	ENSG00000207187
SNORA11	Approved		U107, SNORA11A	NR_002953	ENSG00000221716
SNORA11B	Approved			NR_003709	ENSG00000221102
SNORA11C	Approved			NR_003710	ENSG00000221459
SNORA11D	Approved			NR_003711	ENSG00000221475
SNORA11E	Approved			NR_102368	ENSG00000221705
SNORA11F	Approved			NR_145776	ENSG00000221164
SNORA11G	Approved			NR_145717	ENSG00000221750
SNORA12	Approved		U108	NR_002954	ENSG00000212464
SNORA13	Approved		ACA13	NR_002922	ENSG00000238363
SNORA14A	Approved		ACA14a	NR_002955	ENSG00000201643
SNORA14B	Approved		ACA14b	NR_002956	ENSG00000207181
SNORA15	Approved		ACA15, SNORA15A	NR_002957	ENSG00000207168
SNORA15B-1	Approved			NR_145716	ENSG00000207062
SNORA15B-2	Approved	SNORA15C		NR_145713	ENSG00000206785
SNORA16A	Approved		ACA16	NR_003035	
SNORA16B	Approved		U98b	NR_004389	ENSG00000201544
SNORA17A	Approved	SNORA17	ACA17	NR_002958	ENSG00000274998
SNORA17B	Approved	SNORA43	ACA43	NR_002975	
SNORA18	Approved		ACA18	NR_002959	ENSG00000207145
SNORA19	Approved		ACA19	NR_002917	ENSG00000207468
SNORA20	Approved		ACA20	NR_002960	ENSG00000207392
SNORA20B	Approved			NR_145730	ENSG00000206947
SNORA21	Approved		ACA21	NR_002576	ENSG00000199293
SNORA21B	Approved			NR_145761	ENSG00000252699
SNORA22	Approved		ACA22, SNORA22A	NR_002961	ENSG00000206634
SNORA22B	Approved			NR_145724	ENSG00000206603
SNORA22C	Approved			NR_145729	ENSG00000207344
SNORA23	Approved		ACA23	NR_002962	ENSG00000201998
SNORA24	Approved		ACA24, SNORA24A	NR_002963	ENSG00000275994
SNORA24B	Approved			NR_145768	ENSG00000206903
SNORA25	Approved		ACA25, SNORA25A	NR_003028	ENSG00000207112
SNORA25B	Approved			NR_145801	ENSG00000202377
SNORA26	Approved		HBI-6	NR_003016	ENSG00000212588
SNORA27	Approved		ACA27	NR_002575	ENSG00000207051
SNORA28	Approved		ACA28	NR_002964	ENSG00000272533
SNORA29	Approved		ACA29	NR_002965	ENSG00000206910
SNORA30	Approved		ACA30, SNORA30A	NR_002966	ENSG00000206755
SNORA30B	Approved			NR_145762	ENSG00000202189
SNORA31	Approved		ACA31, SNORA31A	NR_002967	ENSG00000199477
SNORA31B	Approved			NR_145726	
SNORA32	Approved		ACA32	NR_003032	ENSG00000206799
SNORA33	Approved		ACA33	NR_002436	ENSG00000200534
SNORA35	Approved		HBI-36, SNORA35A	NR_002993	ENSG00000208839
SNORA35B	Approved			NR_145764	ENSG00000271907
SNORA36A	Approved		ACA36	NR_002969	ENSG00000206948
SNORA36B	Approved		ACA36b	NR_002994	ENSG00000222370
SNORA36C	Approved			NR_003705	ENSG00000207016
SNORA37	Approved		ACA37	NR_002970	ENSG00000207233
SNORA38	Approved		ACA38	NR_002971	ENSG00000200816
SNORA38B	Approved			NR_003706	ENSG00000200394
SNORA40	Approved		ACA40, SNORA40A	NR_002973	ENSG00000210825
SNORA40B	Approved			NR_145723	ENSG00000208308
SNORA40C	Approved			NR_145728	ENSG00000212587
SNORA41	Approved		ACA41, SNORA41A	NR_002590	ENSG00000207406
SNORA41B	Approved			NR_145777	ENSG00000207516
SNORA44	Approved		ACA44	NR_002976	ENSG00000273544
SNORA46	Approved		ACA46	NR_002978	ENSG00000207493
SNORA47	Approved		HBI-115	NR_003014	ENSG00000238961
SNORA48	Approved		ACA48, SNORA48A	NR_002918	ENSG00000209582
SNORA48B	Approved			NR_145722	ENSG00000212214
SNORA49	Approved		ACA49	NR_002979	ENSG00000208892
SNORA50A	Approved	SNORA50, SNORA76A	ACA50	NR_002980	
SNORA50B	Approved			NR_145833	ENSG00000253007
SNORA50C	Approved	SNORA76, SNORA76C	ACA62	NR_002995	ENSG00000277887
SNORA50D	Approved			NR_145732	ENSG00000280894
SNORA51	Approved		ACA51	NR_002981	ENSG00000271798
SNORA52	Approved		ACA52	NR_002585	ENSG00000199785
SNORA53	Approved		ACA53	NR_003015	ENSG00000212443
SNORA54	Approved		ACA54	NR_002982	ENSG00000207008
SNORA55	Approved		ACA55	NR_002983	ENSG00000201457
SNORA56	Approved		ACA56	NR_002984	ENSG00000206693
SNORA57	Approved		U99	NR_004390	ENSG00000206597
SNORA58	Approved		ACA58, SNORA58B	NR_002985	ENSG00000249020
SNORA58B	Approved			NR_145714	ENSG00000201129
SNORA59A	Approved		ACA59	NR_003025	ENSG00000239149
SNORA59B	Approved		ACA59	NR_003022	ENSG00000266079
SNORA60	Approved		ACA60	NR_002986	ENSG00000199266
SNORA61	Approved		ACA61	NR_002987	ENSG00000278274
SNORA62	Approved	RNE2, RNU108	E2, E2-1	NR_002324	ENSG00000202363
SNORA63	Approved	RNE3, RNU107	E3, E3-2, SNORA63A	NR_002586	ENSG00000200320
SNORA63B	Approved			NR_145766	ENSG00000200418
SNORA63C	Approved			NR_145725	ENSG00000201448
SNORA63D	Approved			NR_145727	ENSG00000201229
SNORA63E	Approved			NR_145763	ENSG00000199363
SNORA64	Approved	RNU64	U64	NR_002326	ENSG00000207405
SNORA65	Approved	RNU65	U65	NR_002449	ENSG00000201302
SNORA66	Approved	RNU66	U66	NR_002444	ENSG00000207523
SNORA67	Approved	RNU67	U67	NR_002912	ENSG00000277985
SNORA68	Approved	RNU68	U68, SNORA68A	NR_000012	ENSG00000207166
SNORA68B	Approved			NR_145718	ENSG00000201388
SNORA69	Approved	RNU69	U69	NR_002584	ENSG00000206622
SNORA70	Approved	RNU70	U70, DXS648E	NR_000011	ENSG00000207165
SNORA70B	Approved			NR_003707	ENSG00000206937
SNORA70C	Approved			NR_003708	ENSG00000207268
SNORA70D	Approved		U70D	NR_033337	ENSG00000263666
SNORA70E	Approved		U70E	NR_033347	ENSG00000207221
SNORA70F	Approved		U70F	NR_033309	ENSG00000206869
SNORA70G	Approved		U70G	NR_033335	ENSG00000206650
SNORA70H	Approved			NR_145769	ENSG00000206637
SNORA70I	Approved			NR_145773	ENSG00000207274
SNORA70J	Approved			NR_145720	ENSG00000206909
SNORA71A	Approved	RNU71A	U71a	NR_002911	ENSG00000225091
SNORA71B	Approved	RNU71B	U71b	NR_002910	ENSG00000235408
SNORA71C	Approved		U71c	NR_003017	ENSG00000201512
SNORA71D	Approved		U71d	NR_003018	ENSG00000200354
SNORA71E	Approved	SNORA39	ACA39	NR_002972	ENSG00000274309
SNORA72	Approved	RNU72	U72	NR_002581	ENSG00000207067
SNORA73A	Approved	RNE1, RNU17A	U17A, E1-7, E1b, E1	NR_002907	ENSG00000274266
SNORA73B	Approved	RNU17B, RNU105A	U17B, E1c	NR_004406	ENSG00000200087
SNORA74A	Approved	RNU19	U19	NR_002915	ENSG00000200959
SNORA74B	Approved		U19-2	NR_002988	ENSG00000212402
SNORA74C-1	Approved			NR_145721	ENSG00000265733
SNORA74C-2	Approved			NR_145778	ENSG00000288603
SNORA74D	Approved			NR_145749	ENSG00000252213
SNORA75	Approved		U23, SNORA75A	NR_002921	ENSG00000206885
SNORA75B	Approved			NR_145770	ENSG00000206780
SNORA77	Approved		ACA63, SNORA77A	NR_003019	ENSG00000221643
SNORA77B	Approved			NR_145765	ENSG00000264346
SNORA78	Approved		ACA64	NR_003020	ENSG00000273587
SNORA79	Approved		ACA65, SNORA79A	NR_003021	ENSG00000221303
SNORA79B	Approved			NR_145735	ENSG00000222489
SNORA80A	Approved	SNORA80	ACA67	NR_002996	ENSG00000200792
SNORA80B	Approved		ACA67B	NR_028374	ENSG00000206633
SNORA80C	Approved			NR_145731	ENSG00000199787
SNORA80D	Approved			NR_145771	ENSG00000207217
SNORA80E	Approved	SNORA42	ACA42	NR_002974	ENSG00000207475
SNORA81	Approved		HBI-61	NR_002989	ENSG00000221420
SNORA84	Approved			NR_003704	ENSG00000239183
SNORA86	Approved			NR_132768	
SNORA87	Approved			NR_132769	
SNORA88	Approved			NR_132770	
SNORA89	Approved			NR_132771	
SNORA90	Approved			NR_132772	
SNORA91	Approved			NR_132773	
SNORA92	Approved			NR_132774	
SNORA93	Approved			NR_132775	
SNORA94	Approved			NR_132776	
SNORA95	Approved			NR_132777	
SNORA98	Approved			NR_132778	
SNORA99	Approved			NR_132779	
SNORA100	Approved			NR_132782	
SNORA101A	Approved			NR_135619	
SNORA101B	Approved		ZL4	NR_135620	
SNORA103	Approved			NR_132783	
SNORA104	Approved			NR_132784	
SNORA105A	Approved			NR_132787	
SNORA105B	Approved			NR_132788	
SNORA105C	Approved			NR_132789	
SNORA107	Approved			NR_132852	
SNORA108	Approved			NR_132963	ENSG00000252284
SNORA109	Approved			NR_132964	
SNORA110	Approved			NR_132966	
SNORA111	Approved			NR_132967	
SNORA112	Approved			NR_145789	
SNORA113	Approved			NR_145803	
SNORA114	Approved			NR_145797	
SNORA115	Approved			NR_145792	
SNORA116	Approved			NR_145798	
SNORA117	Approved			NR_145798	
SNORA118	Approved			NR_145784	
SNORA119	Approved			NR_145807	
SNORA120	Approved			NR_145989	
SNORC	Approved	C2orf82	UNQ830, ASCL830	NM_206895	ENSG00000182600
SNORD1A	Approved		R38A, snR38A	NR_004395	ENSG00000278261
SNORD1B	Approved		R38B, snR38B	NR_004396	ENSG00000199961
SNORD1C	Approved		R38C, snR38C	NR_004397	ENSG00000274091
SNORD2	Approved		R39B, snR39B	NR_002587	ENSG00000238942
SNORD3@	Entry Withdrawn		U3, U3A, U3B		
SNORD3A	Approved		U3, RNU3	NR_006880	ENSG00000263934
SNORD3B-1	Approved	RNU3A1	U3a, U3b1, U3b2	NR_003271	ENSG00000265185
SNORD3B-2	Approved		U3-2B, U3b2	NR_003924	ENSG00000262074
SNORD3C	Approved		U3-3, RNU3-3	NR_006881	ENSG00000264940
SNORD3D	Approved		U3-4, RNU3-4	NR_006882	
SNORD3E	Approved			NR_145758	ENSG00000280704
SNORD3F	Approved	SNORD3P2, RNU3P2	U3, U3.2	NR_145737	
SNORD3G	Approved			NR_145742	ENSG00000199666
SNORD3H	Approved			NR_145760	ENSG00000207215
SNORD3I	Approved			NR_145772	
SNORD3J	Approved			NR_145740	ENSG00000221400
SNORD3K	Approved			NR_145754	
SNORD3P1	Approved	RNU3P1	U3	NG_001185	ENSG00000200318
SNORD3P2	Symbol Withdrawn	RNU3P2	U3, U3.2		
SNORD3P3	Approved	RNU3P3	U3, U3.5, u3.7	NG_001254	
SNORD3P4	Approved	RNU3P4	U3, U3.6	NG_001253	
SNORD4A	Approved	RNU101A	Z17A, mgh18S-121	NR_000010	ENSG00000238578
SNORD4B	Approved	RNU101B	Z17B	NR_000009	ENSG00000238597
SNORD5	Approved		mgh28S-2410	NR_003033	ENSG00000239195
SNORD6	Approved		mgh28S-2412	NR_003036	ENSG00000202314
SNORD7	Approved		Z30, mgU6-47	NR_003037	ENSG00000207297
SNORD8	Approved	RNU6C	mgU6-53	NR_002916	ENSG00000200785
SNORD9	Approved		mgU6-53B	NR_003029.2	ENSG00000199436
SNORD10	Approved		mgU6-77	NR_002604.2	ENSG00000238917
SNORD11	Approved		HBII-95	NR_003031	ENSG00000238317
SNORD11B	Approved			NR_003694	ENSG00000271852
SNORD12	Approved	MIR1259, MIRN1259	HBII-99, hsa-mir-1259	NR_003030	ENSG00000212304
SNORD12B	Approved			NR_003695	ENSG00000222365
SNORD12C	Approved	RNU106, SNORD106	U106	NR_002433	ENSG00000209042
SNORD13	Approved		U13, RNU13, SNORD13A	NR_003041	ENSG00000239039
SNORD13B-1	Approved			NR_145987	
SNORD13B-2	Approved			NR_145756	
SNORD13C	Approved			NR_145745	
SNORD13D	Approved			NR_145748	ENSG00000239035
SNORD13E	Approved			NR_145750	ENSG00000238311
SNORD13F	Approved			NR_145738	
SNORD13G	Approved			NR_145733	
SNORD13H	Approved			NR_145753	
SNORD13I	Approved			NR_145747	
SNORD13J	Approved			NR_145712	
SNORD13P1	Approved	RNU13P1	U13, U13.32A		ENSG00000238498
SNORD13P2	Approved	RNU13P2	U13, U13.12A		
SNORD13P3	Approved	RNU13P3	U13, U13.4B		ENSG00000239128
SNORD14A	Approved	RNU14	U14, RNU14A	NR_000022	ENSG00000272034
SNORD14B	Approved	RNU14B	U14B, U14	NR_001452	ENSG00000201403
SNORD14C	Approved			NR_001453	ENSG00000202252
SNORD14D	Approved			NR_001454	ENSG00000207118
SNORD14E	Approved			NR_001455	ENSG00000200879
SNORD15A	Approved	RNU15A	U15A	NR_000005	ENSG00000206941
SNORD15B	Approved	RNU15B	U15B	NR_000025	ENSG00000207445
SNORD16	Approved		U16	NR_002440	ENSG00000199673
SNORD17	Approved		HBI-43	NR_003045	ENSG00000212232
SNORD18A	Approved		U18A	NR_002441	ENSG00000200623
SNORD18B	Approved		U18B	NR_002442	ENSG00000202529
SNORD18C	Approved		U18C	NR_002443	ENSG00000199574
SNORD19	Approved		HBII-108	NR_003047	ENSG00000212493
SNORD19B	Approved			NR_003687	ENSG00000238862
SNORD19C	Approved			NR_145744	ENSG00000222345
SNORD20	Approved	RNU20	U20	NR_002908	ENSG00000207280
SNORD21	Approved	RNU21	U21	NR_000006	ENSG00000206680
SNORD22	Approved	RNU22	U22	NR_000008	ENSG00000277194
SNORD23	Approved		HBII-115	NR_003048	ENSG00000221803
SNORD24	Approved	RNU24	U24	NR_002447	ENSG00000206611
SNORD25	Approved	RNU25	U25	NR_002565	ENSG00000275043
SNORD26	Approved	RNU26	U26	NR_002564	ENSG00000276788
SNORD27	Approved	RNU27	U27	NR_002563	ENSG00000275996
SNORD28	Approved	RNU28	U28, SNORD28A	NR_002562	ENSG00000274544
SNORD28B	Approved			NR_145751	ENSG00000212295
SNORD29	Approved	RNU29	U29	NR_002559	
SNORD30	Approved	RNU30	U30	NR_002561	ENSG00000277846
SNORD31	Approved	RNU31	U31, SNORD31A	NR_002560	
SNORD31B	Approved			NR_145739	ENSG00000201847
SNORD32A	Approved	RNU32	U32, U32A	NR_000021	ENSG00000201675
SNORD32B	Approved		U32B	NR_003049	ENSG00000201330
SNORD33	Approved	RNU33	U33	NR_000020	ENSG00000199631
SNORD34	Approved	RNU34	U34	NR_000019	ENSG00000202503
SNORD35A	Approved	RNU35	U35, RNU35A	NR_000018	ENSG00000200259
SNORD35B	Approved	RNU35B	U35B	NR_001285	ENSG00000200530
SNORD36A	Approved	RNU36A	U36a	NR_002448	ENSG00000199744
SNORD36B	Approved	RNU36B	U36b	NR_000017	ENSG00000200831
SNORD36C	Approved	RNU36C	U36c	NR_000016	ENSG00000252542
SNORD37	Approved	RNU37	U37	NR_002602	ENSG00000206775
SNORD38A	Approved	RNU38A	U38A	NR_001456	ENSG00000202031
SNORD38B	Approved	RNU38B	U38B	NR_001457	
SNORD38C	Approved			NR_145715	ENSG00000207109
SNORD38D	Approved			NR_145736	
SNORD39	Symbol Withdrawn	RNU39, SNORD39	U39, U55		
SNORD41	Approved	RNU41	U41	NR_002751	ENSG00000209702
SNORD42A	Approved	RNU42A	U42	NR_000014	ENSG00000238649
SNORD42B	Approved	RNU42B	U42B	NR_000013	ENSG00000238423
SNORD43	Approved	RNU43	U43	NR_002439	ENSG00000263764
SNORD44	Approved	RNU44	U44	NR_002750	
SNORD45A	Approved	RNU45A	U45a	NR_002749	ENSG00000207241
SNORD45B	Approved	RNU45B	U45b	NR_002748	ENSG00000201487
SNORD45C	Approved		U45C	NR_003042	ENSG00000206620
SNORD46	Approved	RNU46, RNU40	U46, U40	NR_000024	ENSG00000200913
SNORD47	Approved	RNU47	U47	NR_002746	
SNORD48	Approved	RNU48	U48	NR_002745	ENSG00000201823
SNORD49A	Approved	RNU49	U49, U49A	NR_002744	ENSG00000277370
SNORD49B	Approved		U49B	NR_003043	ENSG00000277108
SNORD50A	Approved	RNU50	U50	NR_002743	
SNORD50B	Approved		U50B	NR_003044	ENSG00000275072
SNORD51	Approved	RNU51	U51	NR_002589	ENSG00000207047
SNORD52	Approved	RNU52	U52	NR_002742	ENSG00000201754
SNORD53	Approved	RNU53	U53, SNORD53A	NR_002741	ENSG00000265145
SNORD53B	Approved			NR_145755	ENSG00000265706
SNORD54	Approved	RNU54	U54	NR_002437	ENSG00000238650
SNORD55	Approved	RNU55, RNU39, SNORD39	U55, U39	NR_000015	ENSG00000264294
SNORD56	Approved	RNU56	U56	NR_002739	ENSG00000229686
SNORD56B	Approved	RNU56B		NR_001276	ENSG00000207444
SNORD57	Approved	RNU57	U57	NR_002738	ENSG00000226572
SNORD58A	Approved	RNU58A	U58a	NR_002571	ENSG00000206602
SNORD58B	Approved	RNU58B	U58b	NR_002572	ENSG00000271982
SNORD58C	Approved			NR_003701	ENSG00000202093
SNORD59A	Approved	RNU59	U59	NR_002737	ENSG00000207031
